# Temperature in K - Specific Heat (J/mol/K)
# Source: T. Nihira, T. Iwata, Physical Review B 68, 134305 (2003)
1 0.0000407
10 0.01309
20 0.0679
30 0.1741
40 0.325
50 0.505
60 0.706
70 0.924
80 1.158
90 1.408
100 1.673
120 2.25
150 3.22
200 5.01
250 6.86
300 8.60
340 9.93
380 11.23
400 11.87
450 13.38
500 14.70

